Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
January 31 2021,Cumberland,NC,Passenger,0,2,2,436,438,0.46
January 31 2021,Pacific,WA,Passenger,45,43,88,16073,16161,0.54
January 31 2021,Cowlitz,WA,Passenger,200,142,342,73532,73874,0.46
January 31 2021,Walla Walla,WA,Passenger,107,72,179,36958,37137,0.48
January 31 2021,Pend Oreille,WA,Truck,0,0,0,5873,5873,0.00
January 31 2021,Pennington,SD,Passenger,1,0,1,31,32,3.12
January 31 2021,Manassas City,VA,Passenger,0,1,1,4,5,20.00
January 31 2021,District Of Columbia,DC,Passenger,2,3,5,203,208,2.40
February 28 2021,Cowlitz,WA,Passenger,207,143,350,73288,73638,0.48
March 31 2021,Boulder,CO,Passenger,1,1,2,33,35,5.71
January 31 2021,Philadelphia,PA,Passenger,1,0,1,56,57,1.75
January 31 2021,Whitman,WA,Passenger,53,49,102,22323,22425,0.45
February 28 2021,Cumberland,NC,Passenger,0,2,2,432,434,0.46
December 31 2017,Dekalb,GA,Passenger,1,0,1,84,85,1.18
November 30 2017,Palm Beach,FL,Passenger,0,1,1,84,85,1.18
December 31 2017,Honolulu,HI,Passenger,3,1,4,559,563,0.71
November 30 2017,Pend Oreille,WA,Truck,0,0,0,5915,5915,0.00
December 31 2017,Camden,GA,Passenger,0,1,1,172,173,0.58
December 31 2017,Douglas,WA,Passenger,38,33,71,27852,27923,0.25
December 31 2017,Douglas,WA,Truck,0,0,0,12151,12151,0.00
December 31 2017,Cowlitz,WA,Truck,0,0,0,29119,29119,0.00
December 31 2017,Prince George,VA,Passenger,0,1,1,78,79,1.27
November 30 2017,Pima,AZ,Passenger,0,1,1,404,405,0.25
November 30 2017,Polk,FL,Passenger,1,0,1,61,62,1.61
December 31 2017,Fairfax City,VA,Passenger,1,0,1,9,10,10.00
December 31 2017,Dale,AL,Passenger,0,1,1,72,73,1.37
December 31 2017,King,WA,Passenger,11698,4997,16695,1395197,1411892,1.18
December 31 2017,Dallas,TX,Passenger,0,1,1,178,179,0.56
December 31 2017,Nueces,TX,Passenger,1,1,2,99,101,1.98
December 31 2017,Dekalb,IN,Passenger,1,0,1,1,2,50.00
December 31 2017,Klickitat,WA,Truck,0,0,0,8308,8308,0.00
December 31 2017,Okanogan,,Passenger,8,15,23,20185,20208,0.11
December 31 2017,Franklin,WA,Truck,0,0,0,19202,19202,0.00
December 31 2017,Franklin,OH,Passenger,0,1,1,110,111,0.90
December 31 2017,Frederick,MD,Passenger,0,1,1,92,93,1.08
December 31 2017,Fulton,GA,Passenger,1,1,2,97,99,2.02
December 31 2017,Gallatin,MT,Passenger,0,1,1,58,59,1.69
December 31 2017,El Paso,TX,Passenger,1,0,1,544,545,0.18
December 31 2017,Garfield,WA,Passenger,1,0,1,1366,1367,0.07
December 31 2017,Glacier,MT,Passenger,0,1,1,4,5,20.00
December 31 2017,Lincoln,WA,Truck,0,0,0,4681,4681,0.00
December 31 2017,Santa Fe,NM,Passenger,0,1,1,41,42,2.38
December 31 2017,Saratoga,NY,Passenger,0,1,1,67,68,1.47
November 30 2017,Skagit,WA,Passenger,182,147,329,91395,91724,0.36
December 31 2017,Prince William,VA,Passenger,0,3,3,274,277,1.08
November 30 2017,Skamania,WA,Passenger,12,7,19,8832,8851,0.21
December 31 2017,Ramsey,MN,Passenger,1,0,1,34,35,2.86
December 31 2017,Skagit,WA,Passenger,194,154,348,91641,91989,0.38
December 31 2017,Howard,MD,Passenger,0,1,1,99,100,1.00
November 30 2017,Skamania,WA,Truck,0,0,0,4096,4096,0.00
December 31 2017,Grant,WA,Truck,0,0,0,26709,26709,0.00
December 31 2017,Island,WA,Passenger,173,174,347,62978,63325,0.55
December 31 2017,Grays Harbor,WA,Passenger,51,47,98,46965,47063,0.21
December 31 2017,Grays Harbor,WA,Truck,0,0,0,20746,20746,0.00
December 31 2017,Montgomery,TN,Passenger,1,0,1,259,260,0.38
December 31 2017,District Of Columbia,DC,Passenger,0,4,4,203,207,1.93
November 30 2017,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
December 31 2017,Jefferson,NY,Passenger,1,0,1,250,251,0.40
December 31 2017,Island,WA,Truck,0,0,0,21423,21423,0.00
December 31 2017,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
December 31 2017,Norfolk City,VA,Passenger,2,1,3,329,332,0.90
December 31 2017,San Mateo,CA,Passenger,0,1,1,148,149,0.67
December 31 2017,Hamilton,TN,Passenger,1,0,1,19,20,5.00
December 31 2017,Northampton,PA,Passenger,0,1,1,70,71,1.41
November 30 2017,Virginia Beach City,VA,Passenger,1,1,2,659,661,0.30
November 30 2017,Wahkiakum,WA,Passenger,2,2,4,2940,2944,0.14
December 31 2017,Hardin,KY,Passenger,0,1,1,121,122,0.82
November 30 2017,Wahkiakum,WA,Truck,0,0,0,1723,1723,0.00
December 31 2017,Okanogan,WA,Truck,0,0,0,4404,4404,0.00
December 31 2017,Utah,UT,Passenger,0,1,1,130,131,0.76
December 31 2017,Orange,CA,Passenger,3,1,4,605,609,0.66
December 31 2017,Skagit,WA,Truck,1,0,1,32819,32820,0.00
December 31 2017,Virginia Beach City,VA,Passenger,1,1,2,665,667,0.30
December 31 2017,Flathead,MT,Passenger,1,0,1,56,57,1.75
November 30 2017,Walla Walla,WA,Truck,0,0,0,13823,13823,0.00
December 31 2017,Snohomish,WA,Truck,1,0,1,125662,125663,0.00
December 31 2017,Kittitas,WA,Passenger,39,26,65,29245,29310,0.22
December 31 2017,Lincoln,WA,Passenger,4,6,10,7845,7855,0.13
December 31 2017,Garfield,WA,Truck,0,0,0,967,967,0.00
December 31 2017,Tarrant,TX,Passenger,1,0,1,221,222,0.45
December 31 2017,Whitman,WA,Passenger,18,24,42,23006,23048,0.18
December 31 2017,Latah,ID,Passenger,0,1,1,77,78,1.28
November 30 2017,Whatcom,WA,Passenger,572,229,801,147707,148508,0.54
November 30 2017,Whatcom,WA,Truck,1,0,1,43227,43228,0.00
December 31 2017,Umatilla,WA,Truck,0,0,0,1,1,0.00
December 31 2017,Marion,OR,Passenger,1,0,1,132,133,0.75
December 31 2017,Mason,WA,Truck,0,0,0,20339,20339,0.00
January 31 2018,Alameda,CA,Passenger,0,1,1,355,356,0.28
December 31 2017,Los Angeles,CA,Passenger,6,2,8,1228,1236,0.65
December 31 2017,,,Passenger,9,2,11,2353,2364,0.47
December 31 2017,Adams,WA,Passenger,5,5,10,12870,12880,0.08
January 31 2018,Anne Arundel,MD,Passenger,0,2,2,486,488,0.41
January 31 2018,Asotin,WA,Passenger,8,5,13,12868,12881,0.10
December 31 2017,Washoe,NV,Passenger,1,0,1,117,118,0.85
December 31 2017,Larimer,CO,Passenger,0,1,1,63,64,1.56
December 31 2017,Madison,ID,Passenger,1,0,1,39,40,2.50
December 31 2017,Anne Arundel,MD,Passenger,0,2,2,491,493,0.41
December 31 2017,San Diego,CA,Passenger,5,3,8,2638,2646,0.30
December 31 2017,Jefferson,WA,Passenger,132,79,211,24820,25031,0.84
December 31 2017,Asotin,WA,Passenger,8,5,13,12835,12848,0.10
December 31 2017,Marin,CA,Passenger,1,0,1,55,56,1.79
December 31 2017,Nassau,NY,Passenger,1,1,2,37,39,5.13
December 31 2017,Liberty,GA,Passenger,1,0,1,151,152,0.66
December 31 2017,Kent,DE,Passenger,0,1,1,72,73,1.37
December 31 2017,Mason,WA,Passenger,84,77,161,45975,46136,0.35
December 31 2017,Yakima,WA,Passenger,69,82,151,167024,167175,0.09
December 31 2017,Kitsap,WA,Passenger,766,394,1160,179829,180989,0.64
January 31 2018,,CA,Passenger,1,1,2,305,307,0.65
December 31 2017,Kitsap,WA,Truck,1,0,1,54412,54413,0.00
December 31 2017,Skamania,WA,Truck,0,0,0,4100,4100,0.00
December 31 2017,Miami-Dade,FL,Passenger,0,1,1,125,126,0.79
December 31 2017,Kittitas,WA,Truck,0,0,0,14352,14352,0.00
January 31 2018,Adams,WA,Truck,0,0,0,5399,5399,0.00
December 31 2017,Missoula,MT,Passenger,1,0,1,63,64,1.56
December 31 2017,Orleans,LA,Passenger,0,1,1,49,50,2.00
December 31 2017,Spokane,WA,Passenger,333,277,610,307267,307877,0.20
January 31 2018,Allegheny,PA,Passenger,1,0,1,74,75,1.33
January 31 2018,Canyon,ID,Passenger,0,1,1,85,86,1.16
December 31 2017,Monterey,CA,Passenger,0,2,2,202,204,0.98
January 31 2018,Arlington,VA,Passenger,1,2,3,167,170,1.76
December 31 2017,Canyon,ID,Passenger,0,1,1,84,85,1.18
December 31 2017,Pend Oreille,WA,Passenger,4,4,8,9840,9848,0.08
December 31 2017,Pend Oreille,WA,Truck,0,0,0,5935,5935,0.00
December 31 2017,Moore,NC,Passenger,0,1,1,202,203,0.49
December 31 2017,Charlottesville City,VA,Passenger,0,1,1,12,13,7.69
December 31 2017,Chelan,WA,Truck,0,0,0,22366,22366,0.00
December 31 2017,Ventura,CA,Passenger,0,1,1,338,339,0.29
January 31 2018,Benton,WA,Truck,0,0,0,42114,42114,0.00
December 31 2017,Pacific,WA,Truck,0,0,0,7777,7777,0.00
December 31 2017,Wahkiakum,WA,Truck,0,0,0,1729,1729,0.00
December 31 2017,Palm Beach,FL,Passenger,0,1,1,82,83,1.20
December 31 2017,New Castle,DE,Passenger,1,0,1,26,27,3.70
December 31 2017,Maui,HI,Passenger,1,0,1,69,70,1.43
December 31 2017,Okaloosa,FL,Passenger,1,0,1,182,183,0.55
December 31 2017,Riley,KS,Passenger,1,0,1,93,94,1.06
December 31 2017,Pima,AZ,Passenger,0,1,1,402,403,0.25
December 31 2017,Columbia,WA,Truck,0,0,0,1614,1614,0.00
December 31 2017,Oklahoma,OK,Passenger,0,1,1,122,123,0.81
December 31 2017,Pinal,AZ,Passenger,2,0,2,186,188,1.06
December 31 2017,Russell,AL,Passenger,1,0,1,50,51,1.96
December 31 2017,Whatcom,WA,Truck,1,0,1,43294,43295,0.00
December 31 2017,Sacramento,CA,Passenger,1,0,1,315,316,0.32
December 31 2017,Orange,FL,Passenger,1,1,2,143,145,1.38
December 31 2017,Polk,FL,Passenger,1,0,1,60,61,1.64
January 31 2018,Douglas,WA,Passenger,44,33,77,27901,27978,0.28
December 31 2017,Santa Rosa,FL,Passenger,1,0,1,99,100,1.00
December 31 2017,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
January 31 2018,,,Passenger,9,2,11,2348,2359,0.47
January 31 2018,Fairfax,VA,Passenger,1,3,4,820,824,0.49
January 31 2018,Adams,WA,Passenger,5,4,9,12897,12906,0.07
January 31 2018,Charles,MD,Passenger,0,1,1,82,83,1.20
December 31 2017,Deschutes,OR,Passenger,1,0,1,171,172,0.58
January 31 2018,Ferry,WA,Passenger,2,3,5,4586,4591,0.11
December 31 2017,Skamania,WA,Passenger,12,7,19,8843,8862,0.21
January 31 2018,Clallam,WA,Truck,0,0,0,21922,21922,0.00
January 31 2018,Franklin,WA,Passenger,41,54,95,58466,58561,0.16
December 31 2017,El Paso,CO,Passenger,1,0,1,772,773,0.13
December 31 2017,Saint Lucie,FL,Passenger,1,0,1,25,26,3.85
January 31 2018,Grays Harbor,WA,Truck,0,0,0,20766,20766,0.00
December 31 2017,San Juan,WA,Truck,0,0,0,5854,5854,0.00
December 31 2017,Wahkiakum,WA,Passenger,2,2,4,2930,2934,0.14
December 31 2017,Walla Walla,WA,Passenger,29,32,61,36126,36187,0.17
December 31 2017,Franklin,WA,Passenger,39,53,92,58323,58415,0.16
January 31 2018,Dekalb,GA,Passenger,1,0,1,81,82,1.22
December 31 2017,Sangamon,IL,Passenger,1,0,1,10,11,9.09
January 31 2018,Camden,GA,Passenger,0,1,1,173,174,0.57
December 31 2017,Whatcom,WA,Passenger,583,243,826,148213,149039,0.55
January 31 2018,Howard,MD,Passenger,0,1,1,98,99,1.01
December 31 2017,Shelby,TN,Passenger,0,1,1,113,114,0.88
December 31 2017,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
December 31 2017,Whitman,WA,Truck,0,0,0,8738,8738,0.00
January 31 2018,Island,WA,Passenger,177,176,353,63230,63583,0.56
December 31 2017,Snohomish,WA,Passenger,2148,1147,3295,527126,530421,0.62
December 31 2017,Spokane,WA,Truck,1,0,1,95117,95118,0.00
December 31 2017,Stevens,WA,Passenger,12,23,35,32670,32705,0.11
December 31 2017,Walla Walla,WA,Truck,0,0,0,13803,13803,0.00
December 31 2017,Stevens,WA,Truck,0,0,0,19297,19297,0.00
January 31 2018,Franklin,WA,Truck,0,0,0,19259,19259,0.00
December 31 2017,Sumter,FL,Passenger,0,1,1,9,10,10.00
December 31 2017,Thurston,WA,Passenger,544,425,969,193991,194960,0.50
January 31 2018,Frederick,MD,Passenger,0,1,1,95,96,1.04
January 31 2018,Kittitas,WA,Passenger,40,27,67,29425,29492,0.23
January 31 2018,Columbia,GA,Passenger,1,1,2,167,169,1.18
January 31 2018,Gallatin,MT,Passenger,0,1,1,60,61,1.64
December 31 2017,Travis,TX,Passenger,0,1,1,188,189,0.53
January 31 2018,Lane,OR,Passenger,0,1,1,203,204,0.49
January 31 2018,Lewis,WA,Truck,0,0,0,26290,26290,0.00
January 31 2018,Hamilton,TN,Passenger,1,0,1,19,20,5.00
January 31 2018,Lincoln,WA,Truck,0,0,0,4689,4689,0.00
January 31 2018,Dale,AL,Passenger,0,1,1,74,75,1.33
December 31 2017,King,WA,Truck,9,1,10,190687,190697,0.01
January 31 2018,Dekalb,IN,Passenger,1,0,1,1,2,50.00
January 31 2018,District Of Columbia,DC,Passenger,0,4,4,199,203,1.97
January 31 2018,Maricopa,AZ,Passenger,3,0,3,1513,1516,0.20
December 31 2017,Yakima,WA,Truck,0,0,0,60600,60600,0.00
January 31 2018,Charlottesville City,VA,Passenger,0,1,1,12,13,7.69
January 31 2018,Ada,ID,Passenger,0,1,1,338,339,0.29
January 31 2018,Jefferson,NY,Passenger,1,0,1,246,247,0.40
January 31 2018,Marion,OR,Passenger,1,0,1,130,131,0.76
January 31 2018,Clark,NV,Passenger,1,1,2,719,721,0.28
January 31 2018,Alexandria City,VA,Passenger,2,0,2,170,172,1.16
January 31 2018,Kent,DE,Passenger,0,1,1,74,75,1.33
January 31 2018,Columbia,WA,Passenger,2,1,3,2459,2462,0.12
December 31 2017,Lewis,WA,Passenger,60,48,108,58017,58125,0.19
January 31 2018,Columbia,WA,Truck,0,0,0,1617,1617,0.00
December 31 2017,Lewis,WA,Truck,0,0,0,26290,26290,0.00
January 31 2018,Bexar,TX,Passenger,2,2,4,803,807,0.50
January 31 2018,Kittitas,WA,Truck,0,0,0,14414,14414,0.00
January 31 2018,Montgomery,PA,Passenger,1,0,1,28,29,3.45
January 31 2018,Benton,WA,Passenger,186,188,374,133646,134020,0.28
January 31 2018,Dallas,TX,Passenger,0,1,1,181,182,0.55
January 31 2018,Nassau,NY,Passenger,1,0,1,36,37,2.70
January 31 2018,Brevard,FL,Passenger,0,1,1,93,94,1.06
January 31 2018,New Castle,DE,Passenger,1,0,1,26,27,3.70
January 31 2018,Guilford,NC,Passenger,1,0,1,28,29,3.45
January 31 2018,Deschutes,OR,Passenger,1,0,1,171,172,0.58
January 31 2018,Latah,ID,Passenger,0,1,1,75,76,1.32
January 31 2018,Northampton,PA,Passenger,0,1,1,68,69,1.45
January 31 2018,Gwinnett,GA,Passenger,0,1,1,83,84,1.19
January 31 2018,Liberty,GA,Passenger,1,0,1,150,151,0.66
January 31 2018,Clark,WA,Passenger,966,634,1600,311659,313259,0.51
December 31 2017,Manassas City,VA,Passenger,0,1,1,8,9,11.11
December 31 2017,Manatee,FL,Passenger,1,0,1,35,36,2.78
January 31 2018,Douglas,OR,Passenger,1,0,1,53,54,1.85
January 31 2018,Chelan,WA,Passenger,96,39,135,54628,54763,0.25
January 31 2018,Los Angeles,CA,Passenger,6,3,9,1210,1219,0.74
January 31 2018,Clallam,WA,Passenger,113,101,214,50294,50508,0.42
January 31 2018,Chelan,WA,Truck,0,0,0,22423,22423,0.00
January 31 2018,Dupage,IL,Passenger,1,0,1,61,62,1.61
January 31 2018,Pend Oreille,WA,Truck,0,0,0,5935,5935,0.00
January 31 2018,Honolulu,HI,Passenger,3,1,4,558,562,0.71
January 31 2018,Madison,ID,Passenger,1,0,1,38,39,2.56
January 31 2018,Clark,WA,Truck,0,0,0,81108,81108,0.00
January 31 2018,Clay,FL,Passenger,0,1,1,102,103,0.97
December 31 2017,Montgomery,PA,Passenger,1,0,1,33,34,2.94
January 31 2018,Marin,CA,Passenger,1,0,1,53,54,1.85
December 31 2017,Multnomah,OR,Passenger,3,3,6,881,887,0.68
January 31 2018,Dakota,MN,Passenger,0,1,1,33,34,2.94
January 31 2018,El Paso,CO,Passenger,1,0,1,767,768,0.13
January 31 2018,Mason,WA,Passenger,85,80,165,46107,46272,0.36
January 31 2018,Juneau,AK,Passenger,0,1,1,41,42,2.38
December 31 2017,Okanogan,WA,Passenger,0,3,3,6468,6471,0.05
January 31 2018,Cowlitz,WA,Passenger,66,80,146,72542,72688,0.20
January 31 2018,Franklin,OH,Passenger,0,1,1,112,113,0.88
January 31 2018,Cowlitz,WA,Truck,0,0,0,29160,29160,0.00
January 31 2018,Kitsap,WA,Truck,1,0,1,54457,54458,0.00
January 31 2018,Duval,FL,Passenger,1,1,2,369,371,0.54
January 31 2018,Monterey,CA,Passenger,0,2,2,204,206,0.97
January 31 2018,Knox,TN,Passenger,1,0,1,38,39,2.56
January 31 2018,Garfield,WA,Truck,0,0,0,972,972,0.00
January 31 2018,Douglas,WA,Truck,0,0,0,12188,12188,0.00
January 31 2018,Jefferson,WA,Truck,0,0,0,9784,9784,0.00
January 31 2018,Ferry,WA,Truck,0,0,0,3766,3766,0.00
December 31 2017,Pierce,WA,Passenger,1280,1043,2323,537992,540315,0.43
January 31 2018,Flathead,MT,Passenger,1,0,1,53,54,1.85
January 31 2018,Okaloosa,FL,Passenger,1,0,1,177,178,0.56
December 31 2017,Pierce,WA,Truck,0,0,0,141652,141652,0.00
January 31 2018,El Paso,TX,Passenger,1,0,1,542,543,0.18
January 31 2018,Wahkiakum,WA,Truck,0,0,0,1736,1736,0.00
January 31 2018,Walla Walla,WA,Passenger,30,33,63,36207,36270,0.17
January 31 2018,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
January 31 2018,Pacific,WA,Truck,0,0,0,7766,7766,0.00
January 31 2018,Manatee,FL,Passenger,1,0,1,35,36,2.78
January 31 2018,Palm Beach,FL,Passenger,0,1,1,79,80,1.25
January 31 2018,Fulton,GA,Passenger,1,1,2,96,98,2.04
January 31 2018,Pima,AZ,Passenger,0,1,1,403,404,0.25
January 31 2018,Maui,HI,Passenger,1,0,1,68,69,1.45
January 31 2018,Jefferson,WA,Passenger,136,85,221,24868,25089,0.88
January 31 2018,Pinal,AZ,Passenger,2,0,2,183,185,1.08
December 31 2017,Riverside,CA,Passenger,0,2,2,731,733,0.27
January 31 2018,Polk,FL,Passenger,1,0,1,61,62,1.61
January 31 2018,Grant,WA,Passenger,32,41,73,64326,64399,0.11
December 31 2017,Saint Clair,IL,Passenger,0,1,1,167,168,0.60
January 31 2018,Grant,WA,Truck,0,0,0,26773,26773,0.00
February 28 2018,Adams,WA,Truck,0,0,0,5382,5382,0.00
January 31 2018,Klickitat,WA,Passenger,27,28,55,15350,15405,0.36
January 31 2018,Grays Harbor,WA,Passenger,52,48,100,47108,47208,0.21
January 31 2018,Norfolk City,VA,Passenger,2,1,3,335,338,0.89
December 31 2017,San Juan,WA,Passenger,134,46,180,14249,14429,1.25
January 31 2018,Okanogan,WA,Truck,0,0,0,4402,4402,0.00
January 31 2018,Orange,FL,Passenger,2,1,3,171,174,1.72
January 31 2018,Lincoln,WA,Passenger,4,6,10,7851,7861,0.13
January 31 2018,Hamilton,IN,Passenger,1,0,1,48,49,2.04
January 31 2018,Manassas City,VA,Passenger,0,1,1,8,9,11.11
December 31 2017,Santa Clara,CA,Passenger,7,1,8,378,386,2.07
February 28 2018,Benton,WA,Passenger,186,188,374,133422,133796,0.28
January 31 2018,Hardin,KY,Passenger,0,1,1,120,121,0.83
February 28 2018,Bexar,TX,Passenger,2,2,4,786,790,0.51
January 31 2018,Pierce,WA,Truck,0,0,0,141779,141779,0.00
January 31 2018,Kitsap,WA,Passenger,780,419,1199,180298,181497,0.66
January 31 2018,Island,WA,Truck,0,0,0,21451,21451,0.00
January 31 2018,Montgomery,MD,Passenger,1,3,4,302,306,1.31
January 31 2018,Skamania,WA,Passenger,13,8,21,8863,8884,0.24
January 31 2018,Multnomah,OR,Passenger,3,4,7,847,854,0.82
December 31 2017,Thurston,WA,Truck,0,0,0,55466,55466,0.00
January 31 2018,Sumter,FL,Passenger,0,1,1,9,10,10.00
February 28 2018,Chelan,WA,Passenger,96,40,136,54617,54753,0.25
January 31 2018,Kent,MI,Passenger,0,1,1,33,34,2.94
January 31 2018,Okanogan,,Passenger,8,15,23,20193,20216,0.11
January 31 2018,Lumpkin,GA,Passenger,1,0,1,9,10,10.00
January 31 2018,San Diego,CA,Passenger,5,3,8,2637,2645,0.30
January 31 2018,Okanogan,WA,Passenger,0,4,4,6434,6438,0.06
December 31 2017,Volusia,FL,Passenger,0,1,1,35,36,2.78
January 31 2018,King,WA,Passenger,12056,5190,17246,1394824,1412070,1.22
February 28 2018,Clallam,WA,Passenger,116,107,223,50352,50575,0.44
January 31 2018,King,WA,Truck,9,1,10,190395,190405,0.01
January 31 2018,San Juan,WA,Truck,0,0,0,5891,5891,0.00
January 31 2018,Travis,TX,Passenger,0,1,1,185,186,0.54
January 31 2018,Klickitat,WA,Truck,0,0,0,8305,8305,0.00
January 31 2018,Santa Clara,CA,Passenger,7,1,8,382,390,2.05
January 31 2018,Pacific,WA,Passenger,23,14,37,15767,15804,0.23
February 28 2018,Clay,FL,Passenger,0,1,1,100,101,0.99
January 31 2018,Saratoga,NY,Passenger,0,1,1,66,67,1.49
January 31 2018,Wahkiakum,WA,Passenger,2,2,4,2910,2914,0.14
January 31 2018,Mason,WA,Truck,0,0,0,20396,20396,0.00
January 31 2018,Shelby,TN,Passenger,0,1,1,113,114,0.88
January 31 2018,Larimer,CO,Passenger,0,1,1,62,63,1.59
January 31 2018,Riley,KS,Passenger,1,0,1,93,94,1.06
January 31 2018,Skagit,WA,Passenger,198,157,355,91899,92254,0.38
January 31 2018,Pierce,WA,Passenger,1307,1075,2382,538927,541309,0.44
January 31 2018,Snohomish,WA,Passenger,2210,1190,3400,528242,531642,0.64
January 31 2018,Lewis,WA,Passenger,58,51,109,58218,58327,0.19
January 31 2018,Russell,AL,Passenger,1,0,1,49,50,2.00
January 31 2018,,WA,Truck,0,0,0,1,1,0.00
January 31 2018,Whatcom,WA,Passenger,601,255,856,148517,149373,0.57
January 31 2018,Ramsey,MN,Passenger,1,0,1,35,36,2.78
January 31 2018,San Juan,WA,Passenger,139,49,188,14327,14515,1.30
January 31 2018,Montgomery,TN,Passenger,1,0,1,260,261,0.38
January 31 2018,San Mateo,CA,Passenger,0,1,1,143,144,0.69
February 28 2018,Douglas,WA,Truck,0,0,0,12196,12196,0.00
January 31 2018,Asotin,WA,Truck,0,0,0,6808,6808,0.00
January 31 2018,Riverside,CA,Passenger,0,2,2,725,727,0.28
January 31 2018,Virginia Beach City,VA,Passenger,1,1,2,667,669,0.30
January 31 2018,Nueces,TX,Passenger,1,1,2,102,104,1.92
January 31 2018,Snohomish,WA,Truck,1,0,1,125788,125789,0.00
January 31 2018,Saint Lucie,FL,Passenger,1,0,1,26,27,3.70
January 31 2018,Orange,CA,Passenger,3,1,4,595,599,0.67
January 31 2018,Orleans,LA,Passenger,0,1,1,48,49,2.04
February 28 2018,Fulton,GA,Passenger,1,1,2,96,98,2.04
January 31 2018,Stevens,WA,Truck,0,0,0,19314,19314,0.00
January 31 2018,Whitman,WA,Passenger,19,24,43,23055,23098,0.19
January 31 2018,Thurston,WA,Truck,0,0,0,55581,55581,0.00
February 28 2018,Hamilton,IN,Passenger,1,0,1,46,47,2.13
January 31 2018,Skagit,WA,Truck,1,0,1,32929,32930,0.00
January 31 2018,Oklahoma,OK,Passenger,0,1,1,123,124,0.81
January 31 2018,Prince George,VA,Passenger,0,1,1,78,79,1.27
January 31 2018,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
January 31 2018,Cook,IL,Passenger,1,0,1,279,280,0.36
February 28 2018,Clark,WA,Truck,0,0,0,81063,81063,0.00
February 28 2018,Asotin,WA,Truck,0,0,0,6826,6826,0.00
February 28 2018,Island,WA,Truck,0,0,0,21475,21475,0.00
January 31 2018,Prince William,VA,Passenger,0,4,4,272,276,1.45
January 31 2018,Volusia,FL,Passenger,0,1,1,32,33,3.03
February 28 2018,Cowlitz,WA,Passenger,66,81,147,72501,72648,0.20
January 31 2018,Whitman,WA,Truck,0,0,0,8759,8759,0.00
February 28 2018,Jefferson,CO,Passenger,0,1,1,77,78,1.28
January 31 2018,Santa Rosa,FL,Passenger,1,0,1,98,99,1.01
February 28 2018,Broward,FL,Passenger,0,1,1,138,139,0.72
February 28 2018,Caddo,LA,Passenger,0,1,1,22,23,4.35
February 28 2018,Alexandria City,VA,Passenger,2,0,2,169,171,1.17
January 31 2018,Saint Clair,IL,Passenger,0,1,1,166,167,0.60
January 31 2018,Washoe,NV,Passenger,1,0,1,117,118,0.85
February 28 2018,Kent,MI,Passenger,0,1,1,33,34,2.94
January 31 2018,Fairfax City,VA,Passenger,1,0,1,10,11,9.09
January 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
February 28 2018,Klickitat,WA,Passenger,28,29,57,15361,15418,0.37
January 31 2018,Skamania,WA,Truck,0,0,0,4100,4100,0.00
January 31 2018,Garfield,WA,Passenger,1,0,1,1374,1375,0.07
January 31 2018,Spokane,WA,Passenger,337,290,627,307952,308579,0.20
January 31 2018,Glacier,MT,Passenger,0,1,1,4,5,20.00
February 28 2018,Columbia,WA,Truck,0,0,0,1609,1609,0.00
January 31 2018,Spokane,WA,Truck,1,0,1,95279,95280,0.00
February 28 2018,Cook,IL,Passenger,1,0,1,280,281,0.36
February 28 2018,,CA,Passenger,1,1,2,308,310,0.65
February 28 2018,Brevard,FL,Passenger,0,1,1,94,95,1.05
February 28 2018,Dupage,IL,Passenger,1,0,1,62,63,1.59
February 28 2018,Allegheny,PA,Passenger,1,0,1,72,73,1.37
February 28 2018,Mason,WA,Passenger,85,83,168,46178,46346,0.36
January 31 2018,Tarrant,TX,Passenger,1,0,1,216,217,0.46
February 28 2018,Fairfax,VA,Passenger,1,3,4,824,828,0.48
February 28 2018,Dekalb,GA,Passenger,1,0,1,80,81,1.23
January 31 2018,Thurston,WA,Passenger,562,440,1002,194571,195573,0.51
January 31 2018,Umatilla,WA,Truck,0,0,0,1,1,0.00
February 28 2018,Miami-Dade,FL,Passenger,0,1,1,122,123,0.81
January 31 2018,Ventura,CA,Passenger,0,1,1,336,337,0.30
February 28 2018,Duval,FL,Passenger,1,1,2,371,373,0.54
January 31 2018,Walla Walla,WA,Truck,0,0,0,13831,13831,0.00
February 28 2018,Grant,WA,Passenger,34,43,77,64346,64423,0.12
January 31 2018,Yakima,WA,Passenger,72,83,155,167420,167575,0.09
February 28 2018,Columbia,WA,Passenger,2,1,3,2465,2468,0.12
February 28 2018,Grays Harbor,WA,Passenger,52,50,102,47028,47130,0.22
February 28 2018,Ferry,WA,Truck,0,0,0,3754,3754,0.00
February 28 2018,Ada,ID,Passenger,0,2,2,334,336,0.60
February 28 2018,Guilford,NC,Passenger,1,0,1,28,29,3.45
February 28 2018,Alameda,CA,Passenger,0,1,1,354,355,0.28
